"cliente","LTV","Deal","Revenue Share","Servico extra","corretagem","lt"
Air Brindes E Personalizados(Air Midia Producao De Eventos Ltda),15000.0,15000.0,,,,4
Al Higienização De Estofados (Alisson Simas Eufrasio ),15000.0,15000.0,,,,3
Aleatto,15000.0,15000.0,,,,6
Alexandre Pasquali Parise E Outro - Assessoria Byline - Escopo Fechado(Alexandre Pasquali Parise E Outro),15000.0,15000.0,,,,1
Alfaiataria De Ideias Ltda - Assessoria Byline - Escopo Fechado(Alfaiataria De Ideias Ltda),15000.0,15000.0,,,,1
Alifer Distribuidora(Alifer Distribuidora Ltda),15000.0,15000.0,,,,3
Alisson Carvalho De Meneses(Alisson Carvalho De Meneses ),15000.0,15000.0,,,,4
Alran Comércio De Produtos Médicos Ltda(Arte Implantes Materiais Cirurgicos Ltda),15000.0,15000.0,,,,1
Alta Aspiracao(L. R. R. Beraldi Comercio De Maquinas E Equipamentos ),15000.0,15000.0,,,,5
Alta Aspiracao(L. R. R. Beraldi Comercio De Maquinas E Equipamentos )(L. R. R. Beraldi Comercio De Maquinas E Equipamentos ),15000.0,15000.0,,,,5
Alternativa Pecas E Acessorios(Alternativa Comercio De Acessorios Para Automoveis Ltda),15000.0,15000.0,,,,1
Altha Registro(51.417.019 Giselly Castro Figueiredo De Melo),15000.0,15000.0,,,,5
Am Tech(A.M. - Tech Tecnologia Automotiva Ltda ),15000.0,15000.0,,,,5
Ama Pools Llc(Ama Pools Llc),15000.0,15000.0,,,,3
Amanda Ramos Store(Amanda Goncalves Ramos Ltda),15000.0,15000.0,,,,3
Amarzen(V Monteiro Amancio & Cia Ltda),15000.0,15000.0,,,,5
Amplaluz Energias Renováveis Ltda(Amplaluz Energias Renovaveis Ltda ),15000.0,15000.0,,,,6
André Luis Sevestrin Terencio(Andre Luis Sevestrin Terencio Sociedade Individual De Advocacia ),15000.0,15000.0,,,,5
Angus Young Clube De Carnes(Dr Comercio De Carnes E Produtos Alimenticios Ltda ),15000.0,15000.0,,,,5
Aparecida Agricola - Assessoria Byline - Escopo Fechado(Aparecida Agricola Ltda),15000.0,15000.0,,,,1
Apc Consultoria E Engenharia(A P C Consultoria E Engenharia Ltda),15000.0,15000.0,,,,5
Apoiar Servicos - Assessoria Byline - Escopo Fechado(K R Apoiar Servicos De Promocao De Vendas Ltda),15000.0,15000.0,,,,1
Aprenda Brasil Treinamento Ltda - Transição(Aprenda Brasil Treinamento Ltda ),15000.0,15000.0,,,,5
Aquinos Solar (Cja Engenharia Ltda) | Weg Energia Solar | Projeto: Mvp De 3 Meses,15000.0,15000.0,,,,3
Arbache - Educacao Corporativa (Arbache - Educacao Corporativa Ltda ),15000.0,15000.0,,,,4
Arca Dos Sonhos Recreação E Bufe Infantil Ltda(Arca Dos Sonhos Recreacao E Bufe Infantil Ltda.),15000.0,15000.0,,,,5
Argentino Imoveis(A Argentino Neto),15000.0,15000.0,,,,6
Argos Seguros(Argos Administradora E Corretora De Seguros Eireli ),15000.0,15000.0,,,,6
Arizona Comercio Ltda(Arizona Comercio Ltda),15000.0,15000.0,,,,1
Armazem 3d(Projettari Ltda ),15000.0,15000.0,,,,5
Armazem E Emporio Du Carmo(Lupa Servicos E Comercios De Alimentos Ltda),15000.0,15000.0,,,,3
Art - Empreendimentos Imobiliarios Ltda(Art - Empreendimentos Imobiliarios Ltda ),15000.0,15000.0,,,,5
Artcar Veículos Eireli (Art Car Veiculos Eireli ),15000.0,15000.0,,,,5
Arte-Sa Criacao E Ensino De Artesanatos Ltda(Arte-Sa Criacao E Ensino De Artesanatos Ltda ),15000.0,15000.0,,,,6
Árvore Da Vida(Naedja Regina Da Silva Do Nascimento ),15000.0,15000.0,,,,4
Arvot Planejamento Patrimonial(Arvot Planejamento Patrimonial Ltda),15000.0,15000.0,,,,3
Asmontec Industria E Servicos De Salas Limpas Ltda(Asmontec Industria E Servicos De Salas Limpas Ltda),15000.0,15000.0,,,,1
Asrmidia(Asr Midia Gp Eireli ),15000.0,15000.0,,,,5
Assertiva Solucoes Corporativas Ltda(Assertiva Solucoes Corporativas Ltda),15000.0,15000.0,,,,5
Assessoria Dpmais Ltda(Assessoria Dpmais Ltda ),15000.0,15000.0,,,,6
Associação Lation-Americana De Publicidade(Associação Latino-Americana De Publicidade),15000.0,15000.0,,,,3
Atanazio Franchising & Gestao De Negocios Ltda(Atanazio Franchising & Gestao De Negocios Ltda (Poppys) ),15000.0,15000.0,,,,3
Atanazio Franchising & Gestao De Negocios(Atanazio Franchising & Gestao De Negocios Ltda ),15000.0,15000.0,,,,3
Atelie Design(Famille Comercio De Moveis E Decoracoes Ltda ),15000.0,15000.0,,,,5
Atleta Express,15000.0,15000.0,,,,5
Atol Utilidades(Atol Utilidades Ltda),15000.0,15000.0,,,,5
Atto Agricola - Assessoria Byline - Escopo Fechado(Atto Agricola Ltda.),15000.0,15000.0,,,,1
Atto Intelligence(Atto Intelligence Ltda),15000.0,15000.0,,,,1
Atua Prime(Dvj Comercio E Servicos De Moveis Eireli ),15000.0,15000.0,,,,5
Autentica Motos Eireli - Transição(Autentica Motos Eireli ),15000.0,15000.0,,,,5
Auto Posto João Pedro(Auto Posto João Pedro Ltda),15000.0,15000.0,,,,6
Auto Z(Gei33 Comercio De Veiculos Ltda),15000.0,15000.0,,,,3
Automasol Engenharia(Hoxter Automasol Ltda)(Hoxter Automasol Ltda),15000.0,15000.0,,,,4
Ax Global (Axglobal Industria E Comercio De Produtos Eletronicos E De Telecomunicacoes Eireli),15000.0,15000.0,,,,5
Aya Corpo E Mente(Aya Corpo E Mente Ltda),15000.0,15000.0,,,,1
Az Comercio De Tintas Ltda(Az Comercio De Tintas Ltda),15000.0,15000.0,,,,1
Azevedo Solucoes Empresariais Ltda(Azevedo Solucoes Empresariais Ltda),15000.0,15000.0,,,,1
Azure Pack,15000.0,15000.0,,,,3
B S Teixeira De Araujo Fisioterapia(B S Teixeira De Araujo Fisioterapia ),15000.0,15000.0,,,,5
Bar Do Leite(Rrp Alimentos Ltda ),15000.0,15000.0,,,,5
Barber Business(Thainara Lemos Diogo),15000.0,15000.0,,,,5
Barrapro(Mbn - Informatica Ltda ),15000.0,15000.0,,,,5
Barreto Ferreira Turismo Ltda(Barreto Ferreira Turismo Ltda ),15000.0,15000.0,,,,6
Be Strong(T. S. Araujo Ltda),15000.0,15000.0,,,,1
Bebidas.Online,15000.0,15000.0,,,,6
"Beef Burger Hamburgueria, Pizzaria E Restaurante",15000.0,15000.0,,,,6
Bernice Estetica,15000.0,15000.0,,,,6
Bet Premium(Betpremium Apostas Esportivas E Jogos Online Ltda),15000.0,15000.0,,,,3
Bibizinhas Kids Ltda(Bibizinhas Kids Ltda ),15000.0,15000.0,,,,6
Bio Estar Farmacia De Manipulacao (Afonso Degmar Ribas),15000.0,15000.0,,,,4
Biro Brasil(Biro Brasil Servicos De Impressao Ltda),15000.0,15000.0,,,,1
Bless Clube De Beneficios(Bless Clube De Beneficios ),15000.0,15000.0,,,,4
Blesy(Blesy Confeccoes Ltda ),15000.0,15000.0,,,,3
Bloquinho(Bloquinho Comercio Varejista Ltda ),15000.0,15000.0,,,,5
Bodyprime Botafogo(Clinica Ferraz Cantamessa Ltda ),15000.0,15000.0,,,,10
Bom Jesus Móveis E Decoração Ltda(Bom Jesus Moveis E Decoracoes Ltda),15000.0,15000.0,,,,5
Bomba Serv(Bomba Serv Materiais Para Construcao Ltda)(Bomba Serv Materiais Para Construcao Ltda),15000.0,15000.0,,,,5
Bossa Intimates Confeccoes Ltda(Bossa Intimates Confeccoes Ltda),15000.0,15000.0,,,,3
Bot Pag Meios De Pagamentos E Servicos Ltda(Bot Pag Meios De Pagamentos E Servicos Ltda),15000.0,15000.0,,,,1
Boto Lips Centro Estético,15000.0,15000.0,,,,5
Bouw Equipamentos E Materias Para Construção Ltda(Bouw Equipamentos E Materiais Para Construcao Ltda),15000.0,15000.0,,,,5
Br Nani(Bruno Ruiz Nani ),15000.0,15000.0,,,,4
Bramed(Bramed Comercio Hospitalar Do Brasil Ltda),15000.0,15000.0,,,,1
Brasil Expresso Exportadora(Brasil Expresso Exportadora Ltda),15000.0,15000.0,,,,3
Brasil Plastic,15000.0,15000.0,,,,6
Brasil Sul Energia Solar(Brasil Sul Energia Solar Ltda ),15000.0,15000.0,,,,5
Brasilink,15000.0,15000.0,,,,6
Brasilplast Embalagens E Descartaveis Ltda(Embol(Brasilplast Embalagens E Descartaveis Ltda)),15000.0,15000.0,,,,1
Bravo Empório(Emporio E Cervejaria Bravo Ltda ),15000.0,15000.0,,,,4
Bravo'S Trainer Dog(Bravos Trainer Dog Ltda),15000.0,15000.0,,,,5
Brink Presentes(Brink Presentes Ltda ),15000.0,15000.0,,,,5
Bsf Administracao De Propriedade Imobiliaria Ltda,15000.0,15000.0,,,,4
Burntech(Burntech Caldeiras E Equipamentos Ltda),15000.0,15000.0,,,,1
Busca Credi,15000.0,15000.0,,,,6
C A B Da Cunha Estetica(C A B Da Cunha Estetica ),15000.0,15000.0,,,,10
C. A. Gomes Da Silva(C. A. Gomes Da Silva ),15000.0,15000.0,,,,5
Cacto Centro De Treinamento(Cacto Centro De Treinamento Ltda),15000.0,15000.0,,,,5
Calebito Campos(C. S. Tatagiba Comercio),15000.0,15000.0,,,,6
Caltec(Caltec Quimica Industrial S/A),15000.0,15000.0,,,,1
Cami Decor Tapetes E Decoracoes(Cami Decor Tapetes E Decoracoes Ltda),15000.0,15000.0,,,,3
Caotrole Animal(I.Nardini Marigo Ltda),15000.0,15000.0,,,,1
Caravela Materiais De Construcoes(Caravela Materiais De Construcoes Ltda),15000.0,15000.0,,,,1
Carmellita(Carmellita Moda Autoral Ltda ),15000.0,15000.0,,,,5
Carmoney(Carmoney Intermediacao De Negocios Ltda),15000.0,15000.0,,,,3
Carolina Constantino Joias Ltda(Carolina Constantino Joias)(Carolina Constantino Joias),15000.0,15000.0,,,,5
Carone Cadeiras De Rodas Do Nordeste Ltda(Carone Cadeiras De Rodas Do Nordeste Ltda),15000.0,15000.0,,,,6
Casa Alvesantos(Casa Santos Materiais De Construcao Ltda),15000.0,15000.0,,,,5
Casa Box(Casa Box Comercio De Moveis E Decoracoes Ltda ),15000.0,15000.0,,,,5
Casa De Carnes Falanga De Itatiba Ltda(Casa De Carnes Falanga De Itatiba Ltda),15000.0,15000.0,,,,1
Casa Do Celular(Fernandes Comunicacoes Ltda),15000.0,15000.0,,,,5
Casa Do Mel (Casa Do Mel Grife Apicola Ltda),15000.0,15000.0,,,,5
Casa M&E Comercio De Variedades Ltda(Casa M&E Comercio De Variedades Ltda),15000.0,15000.0,,,,6
Casa Rancho(Casa Rancho Alimentos Eireli ),15000.0,15000.0,,,,5
Casarão Dos Traders,15000.0,15000.0,,,,3
Catalina Santiesteban Infante(50.277.713 Catalina Santiesteban Infante),15000.0,15000.0,,,,5
Ccm Pedido Online Ltda.(Ccm Pedido Online Ltda.),15000.0,15000.0,,,,10
Cdcred(Inoveconsig Administradora De Franquias Ltda 2 )(Inoveconsig Administradora De Franquias Ltda 2 ),15000.0,15000.0,,,,5
Cejas - Centro De Estudos Juridicos Aras(Adonai Empreendimentos Educacionais Ltda),15000.0,15000.0,,,,1
Celeiro Materiais De Construção(Dynamica Conveniencia Ltda),15000.0,15000.0,,,,6
Centro De Distribuicao Gambino Ltda.(Centro De Distribuicao Gambino Ltda.),15000.0,15000.0,,,,1
Centro Medico Avancado Itaborai(Clinica De Olhos Avancada De Itaborai Ltda),15000.0,15000.0,,,,3
Centro Saúde Bucal(Clinica Odontologica Centro Saude Bucal Ltda ),15000.0,15000.0,,,,6
"Certenge(Certenge - Laudos, Avaliacoes E Pericias Sociedade Unipessoal Ltda)",15000.0,15000.0,,,,5
Chalés Santa Catarina(Chales Santa Catarina Ltda),15000.0,15000.0,,,,1
Chamatex Equipamentos De Seguranca Eirelli(Chamatex Equipamentos De Seguranca Eirelli),15000.0,15000.0,,,,6
Champs Law(Champs Advogados Associados ),15000.0,15000.0,,,,3
Charlie E Lolla Filial(Charlie & Lolla Brecho Boutique Infantil Ltda),15000.0,15000.0,,,,5
Chat Chat(Chat Chat Confeccao E Comercio Textil Ltda),15000.0,15000.0,,,,1
Chef Gourmet Associados Ltda(Chef Gourmet Associados Ltda),15000.0,15000.0,,,,5
Chilli Beans Rp 1(Luz Oticas Ltda)(Luz Oticas Ltda),15000.0,15000.0,,,,5
Chilli Beans Rp 2(Luz Oticas Ltda.)(Luz Oticas Ltda.),15000.0,15000.0,,,,5
Churras In Box Gravatai Ltda(Churras In Box Gravatai Ltda),15000.0,15000.0,,,,5
Ciclonet(Euflavio Souza Neves),15000.0,15000.0,,,,3
Citrolife(Citrolife Alimentos Ltda),15000.0,15000.0,,,,1
Clara Ferreira Semijoias(Paulo Victor Nicolini Ferreira 40331625857 ),15000.0,15000.0,,,,5
Cleya & Monyra(Cleya - Corretora De Imoveis Ltda),15000.0,15000.0,,,,5
Click Care(Inovar Saude Domiciliar Ltda),15000.0,15000.0,,,,5
Climbe Investimentos(Climbe Investimentos),15000.0,15000.0,,,,1
Clinica De Estetica Flavia Medeiros,15000.0,15000.0,,,,6
Clinica Dr Marcelo(Clinica Dr Marcelo),15000.0,15000.0,,,,3
Clinica Dra Rebecca Zaputovich(Rebecca Zaputovich),15000.0,15000.0,,,,3
Clínica Dra. Priscilla Patrick(Velvare Estetica E Injetaveis Ltda),15000.0,15000.0,,,,2
Clinica Facial(Clinica Facial Servicos Medicos Ltda),15000.0,15000.0,,,,1
Clinica Gabrielli(Clinica Gabrielli Ltda ),15000.0,15000.0,,,,5
Clinica Humanitta,15000.0,15000.0,,,,5
Clinica Lacks(Upco-Unidade De Pesquisas Clinicas Em Oncologia Ltda),15000.0,15000.0,,,,1
Clinica Medica Acesso Saude Manaus Ltda(Clinica Medica Acesso Saude Manaus Ltda ),15000.0,15000.0,,,,5
Clinica Medica Mariana Ferrer Ltda(Clinica Medica Mariana Ferrer Ltda),15000.0,15000.0,,,,5
Clínica Molar(W M Moralejo Clínica Odontológica - Epp),15000.0,15000.0,,,,5
Clinica Monica(Monica Druzian Mendes 36912356893),15000.0,15000.0,,,,5
Clinica Odontologica Fozdent(Awali Centro Odontologico Oro Facial Ltda),15000.0,15000.0,,,,3
Clinica Olha!(Hf Visao Servicos Medicos Unipessoal Ltda),15000.0,15000.0,,,,1
Clínica Salute(Vida Saude Centro Medico De Diagnostico S.A.),15000.0,15000.0,,,,1
Clínica Sorri Center(Clinica Odontologica Sorri Center Damas Ltda),15000.0,15000.0,,,,5
Clinica Veterinaria My Pets - Assessoria Byline - Escopo Fechado(Ngb Pet Ltda),15000.0,15000.0,,,,1
Clinicskin(Rc Servicos Medicos Ltda ),15000.0,15000.0,,,,5
Clinident - Clinica Odontologica Ltda.(J P T - Servicos Odontologicos Ltda),15000.0,15000.0,,,,1
Club Wash - Lavacao E Estetica Automotiva(Jonata Idesio Cardoso),15000.0,15000.0,,,,3
Club Web Servicos Digitais Eireli - Transição(Club Web Servicos Digitais Eireli ),15000.0,15000.0,,,,3
Clube Odontológico(Clube Odontologico Manutencao E Comercio Varejista Ltda),15000.0,15000.0,,,,5
Clubgas - Assessoria Byline - Escopo Fechado(Clubgas Ltda),15000.0,15000.0,,,,1
Coberturas Telescopicas - Marco Antonio Da Rocha Pie - Me(Marco Antonio Da Rocha Pie),15000.0,15000.0,,,,3
Colégio Agnus Dei(Colegio Agnus Dei Ltda),15000.0,15000.0,,,,5
Colégio Anísio Teixeira(Colegio Anisio Teixeira Ltda ),15000.0,15000.0,,,,4
Colegio Santa Clara(Colegio Santa Clara Ltda),15000.0,15000.0,,,,5
Colegio Vencer (Colegio Vencer Ltda ),15000.0,15000.0,,,,5
Com Paixão (Com Paixao - Market Place & Interacao Social Ltda),15000.0,15000.0,,,,5
Combrasil Alimentos S.A. - Assessoria Byline - Escopo Fechado(Combrasil Alimentos S.A.),15000.0,15000.0,,,,1
Comercial Jm(J.M Comercio E Servicos Ltda),15000.0,15000.0,,,,1
Comercio De Utilidades Domesticas Bom Jesus(Comercio De Utilidades Domesticas Bom Jesus Ltda),15000.0,15000.0,,,,5
Companhia De Siderurgicos Brasileira Cosibras(Companhia De Siderurgicos Brasileira S/A - Cosibras),15000.0,15000.0,,,,4
Compartilhe Saude,15000.0,15000.0,,,,5
Compensados Bacacheri Eireli(Compensados Bacacheri Eireli ),15000.0,15000.0,,,,4
Compensados Barigui Ltda(Compensados Barigui Ltda ),15000.0,15000.0,,,,4
Complexo De Ensino Professor Warlem Freire,15000.0,15000.0,,,,6
Conectsolar Energia Renovavel(Conectsolar Energia Renovavel Ltda ),15000.0,15000.0,,,,3
Confecções Ano Zero Ltda(Confeccoes Ano Zero Ltda),15000.0,15000.0,,,,5
Confiança Soluções Financeiras (Confianca Solucoes Financeiras S/A),15000.0,15000.0,,,,6
Conselheiros Pet(Conselheiros Pet Ltda ),15000.0,15000.0,,,,5
Consorciopro Consultoria Em Consórcio(Consorciopro Consultoria Em Consorcio Ltda),15000.0,15000.0,,,,6
Consorti Brasil - Assessoria Byline - Escopo Fechado(Consorti Ltda),15000.0,15000.0,,,,1
Construfort(Construfort Comercio Atacadista De Material De Construcao Ltda),15000.0,15000.0,,,,5
Construtora Costa Junior Ltda(Construtora Costa Junior Ltda),15000.0,15000.0,,,,5
Contcommerce Contabilidade E Consultoria Ltda(Contcommerce Contabilidade E Consultoria Ltda),15000.0,15000.0,,,,5
Contrast Wear(Pablo Michel Minhos Da Rosa),15000.0,15000.0,,,,5
"Coobel Escola Tecnica Profissional, Beleza E Saude(Coobel Escola Tecnica Profissional, Beleza E Saude Ltda)",15000.0,15000.0,,,,5
Corona Semijoias(Gregor Ramer Giacomini ),15000.0,15000.0,,,,6
Corptrader,15000.0,15000.0,,,,6
Cosama Comercio De Utensilios E Presentes(Cosama Comercio De Utensilios E Presentes Ltda ),15000.0,15000.0,,,,5
Costaraujo Cabeleireiros Ltda - Transição(Costaraujo Cabeleireiros Ltda ),15000.0,15000.0,,,,4
Cota Planos(Corpbrokers Corretora De Seguros Eireli ),15000.0,15000.0,,,,5
Criar Software,15000.0,15000.0,,,,5
Cristal Formula Farmacia De Manipulacao - Assessoria Byline - Escopo Fechado(C.P.V. Junior Farmacia),15000.0,15000.0,,,,1
Cristal Formula Farmacia De Manipulacao - Assessoria Byline - Escopo Fechado(C.P.V. Junior Farmacia)(C.P.V. Junior Farmacia),15000.0,15000.0,,,,1
Cristallimp(Cristal Comercio De Produtos Quimicos Ltda ),15000.0,15000.0,,,,5
Cristina Pessoa Atelier Ltda(Cristina Pessoa Atelier Ltda),15000.0,15000.0,,,,6
Crp Telecom(C.V. Do Prado Fortunato ),15000.0,15000.0,,,,4
Crums Confeitaria E Cafeteria Ltda(Crums Confeitaria E Cafeteria Ltda),15000.0,15000.0,,,,5
Ct Investimentos - Assessoria Byline - Escopo Fechado(Ct Investimentos Holdings De Instituicoes Financeiras Ltda),15000.0,15000.0,,,,1
Cuidiprev Comercio De Artigos Medicos E Cosmeticos Ltda(Cuidiprev Comercio De Artigos Medicos E Cosmeticos Ltda),15000.0,15000.0,,,,6
Cursinho Da Poli (Rogerio Ernesto - Cursos) (Motiva Vestibulares),15000.0,15000.0,,,,6
Cwm Calcados Eireli - Transição(Cwm Calcados Eireli ),15000.0,15000.0,,,,6
Czar Projetos E Execucao De Obras(Czar Projetos E Execucao De Obras Ltda),15000.0,15000.0,,,,5
D E D Móveis Planejados(Daby & Dieberson Moveis Planejados Ltda ),15000.0,15000.0,,,,5
D S Silva Segurança E Manutenção(D S Silva Seguranca E Manutencao),15000.0,15000.0,,,,5
D.I.C.F. Consultoria Ltdad.I.C.F. Consultoria Ltda(D.I.C.F. Consultoria Ltda),15000.0,15000.0,,,,5
D/B/A Lingofor.Me,15000.0,15000.0,,,,5
Da Mamae Fitness,15000.0,15000.0,,,,5
Daher Collection(Anna Maria Milani Daher ),15000.0,15000.0,,,,3
Daily2go(Mme 1 Drogaria Eireli ),15000.0,15000.0,,,,5
Daniela Cristina Santos(Daniela Cristina Santos),15000.0,15000.0,,,,13
Decorart Kids(Decorart Kids Comercio De Moveis Ltda),15000.0,15000.0,,,,5
Dees Laser(Fordivi Recife Servicos De Fotodepilacao E Estetica Ltda ),15000.0,15000.0,,,,6
Defertex(Defertex Industria E Comercio Ltda ),15000.0,15000.0,,,,5
Delicare,15000.0,15000.0,,,,10
Delíciasdeminasrestaurant(Delicias Deminas Restaurant),15000.0,15000.0,,,,6
Delivery Vip(Fast Suporte Tecnologia Ltda ),15000.0,15000.0,,,,3
Deolinda Mara Figueira De Lima Stanieski(Deolinda Mara Figueira De Lima Stanieski 03500213928 ),15000.0,15000.0,,,,6
Dermacenter Tucuruvi(Maka Estetica E Saude Ltda ),15000.0,15000.0,,,,12
Dermefisio Estética (Dermefisio Bem Estar E Estetica Ltda),15000.0,15000.0,,,,6
Desafio Re-Alimente,15000.0,15000.0,,,,6
Dg Massas Construindo Sabores (Dg Industria De Massas Alimenticias Ltda),15000.0,15000.0,,,,5
Digital Center Lab - Orlandia-Sp - Assessoria Byline - Escopo Fechado(Digital Labor Protese Dentaria Ltda),15000.0,15000.0,,,,1
Diniz Laser Caxias Do Sul(Agv Servicos De Depilacao A Laser Ltda ),15000.0,15000.0,,,,6
Diniz Laser Santa Cruz(Dgc Clinica Estetica Ltda),15000.0,15000.0,,,,6
Divisa Veiculos Ltda(Divisa Veiculos Ltda ),15000.0,15000.0,,,,3
Dna Care - Gestao De Beneficios E Saude Ltda(Dna Care - Gestao De Beneficios E Saude Ltda 1),15000.0,15000.0,,,,1
Dntbras(Centro Administrativo Dentistas Do Brasil ),15000.0,15000.0,,,,3
Do It Dk Mooca Ltda(Restaurante Do It Ltda ),15000.0,15000.0,,,,5
Dode Laser Ltda - Transição(Dode Laser Ltda ),15000.0,15000.0,,,,6
Dofarol Sorvete Artesanal E Acai Ltda(Dofarol Sorvete Artesanal E Acai Ltda),15000.0,15000.0,,,,5
Dom Cuidador De Idoso(Dom Senior Care Ltda ),15000.0,15000.0,,,,6
Dominus Tecnologia E Automação(Dominus Automacao E Engenharia Ltda),15000.0,15000.0,,,,5
Domus(Domus Imobiliaria Ltda),15000.0,15000.0,,,,3
Don Pet(Pet Shop Don Pet Ltda.),15000.0,15000.0,,,,1
Dotum Softwarehause(Dotum Servicos Tecnologicos Ltda ),15000.0,15000.0,,,,4
Doutor Orienta Comercial(Lawir Comercial Ltda ),15000.0,15000.0,,,,5
Dr Victor Albuquerque Cirurgia Plastica(Vats Clinica Medica Ltda),15000.0,15000.0,,,,5
"Dr. Jailson Vieira Personal Nutri(Mj Nutricao, Saude E Bem Estar Ltda. )",15000.0,15000.0,,,,5
Dr. Rafael Avelar.,15000.0,15000.0,,,,6
Dreamgold Entretenimentos Ltda.(Swen Producoes Ltda. )(Swen Producoes Ltda.),15000.0,15000.0,,,,3
Droga Bem(Daniela Isabel Dos Santos Caetano),15000.0,15000.0,,,,6
Drogaria Santiago Ltda(Drogaria Santiago Ltda),15000.0,15000.0,,,,5
Drone P Comércio E Manutenção De Drones Ltda(Drone P Comercio E Manutencao De Drones Ltda),15000.0,15000.0,,,,6
Ducredi(Eduardo Americo Ltda),15000.0,15000.0,,,,1
Duque Coco(Duque Coco Industria E Comercio Ltda ),15000.0,15000.0,,,,4
"Dynami, A Marca De Vinho Dos Atletas(I C S Pacheco)",15000.0,15000.0,,,,4
Eat Kitchen - Assessoria Byline - Escopo Fechado(Ekt Comercio De Alimentos Ltda),15000.0,15000.0,,,,1
Échelle Eventos(Fashion Poa Feiras E Eventos Eireli ),15000.0,15000.0,,,,3
Ecom Internet E Tecnologia Ltda(Ecom Internet E Tecnologia Ltda),15000.0,15000.0,,,,1
Ecopulse Brasil(Ecopulse Brasil Industria E Comercio Ltda),15000.0,15000.0,,,,5
Ecosol Condominio Solar(Ecosol Condominio Solar Ltda),15000.0,15000.0,,,,5
Ecs Geo(Ecs Engenharia Consultoria E Servicos Geotecnicos Ltda.),15000.0,15000.0,,,,1
Edem Iram Silva Lougon Moulin - Transição(Edem Iram Silva Lougon Moulin ),15000.0,15000.0,,,,3
Editora Work One Ltda(Editora Work One Ltda),15000.0,15000.0,,,,5
Ee2 Eficiente Energia Ltda(Ee2 Eficiente Energia Ltda),15000.0,15000.0,,,,6
Ef Harmony Estetica E Beleza(Harmony Ef Estetica E Beleza Ltda ),15000.0,15000.0,,,,6
Eickhoff Farmacias - Assessoria Byline - Escopo Fechado(Eickhoff & Cia.Ltda.),15000.0,15000.0,,,,1
Elegant Wood Ltda - Assessoria Byline - Escopo Fechado(Elegant Wood Ltda),15000.0,15000.0,,,,1
Elegant Wood Ltda(Elegant Wood Ltda),15000.0,15000.0,,,,5
Eletro Mw Ltda(Eletro Mw Ltda),15000.0,15000.0,,,,3
Eleve Modern Care(Carlos Eduardo Rodrigues Cardoso),15000.0,15000.0,,,,5
Elite Eletronicos,15000.0,15000.0,,,,6
Empilha - Assessoria Byline - Escopo Fechado(Lc Energias Renovaveis Ltda),15000.0,15000.0,,,,1
Empiric Management Ltda(Empiric Management Ltda. ),15000.0,15000.0,,,,6
Emporio Cw Comercio De Alimentos Ltda(Emporio Cw Comercio De Alimentos Ltda),15000.0,15000.0,,,,1
Emporio Do Zé(Diego F S De Andrade),15000.0,15000.0,,,,5
Encantar Funcionários Buffet Infantil(Encantar Funcionários Buffet Infantil),15000.0,15000.0,,,,3
Encante Móveis(Edson Victor Barros Duarte Eireli ),15000.0,15000.0,,,,5
Encorpe(Clinica De Emagrecimento Encorpe Ltda ),15000.0,15000.0,,,,6
Energie Energia Solar(Energie Comercio De Equipamentos De Energia E Aquecimento Solar Ltda),15000.0,15000.0,,,,5
Energy Clean Group(Usina Franchising E Participacoes Ltda. ),15000.0,15000.0,,,,5
Enfac Asset(Enfac Asset Ltda),15000.0,15000.0,,,,1
